x,y,value
0.3,0.2,99962.4771118164
0.287,0.25,99969.76497485295
0.25,0.287,99976.77971174559
0.2,0.3,99950.94810774169
0.15,0.287,96213.71959594496
0.113,0.25,99652.79213663784
0.1,0.2,99711.63002726284
0.113,0.15,99756.47153053248
0.15,0.113,99759.60444282297
0.2,0.1,99811.37446235422
0.25,0.113,102359.18254630161
0.287,0.15,99974.54476079186
