x,y,value
0.0,0.0,0.1953125
0.0,0.1,-1.3070913461538458
0.0,0.113,-0.4255457380457378
0.0,0.15,1.6830003494874193
0.0,0.2,1.3671875000000004
0.0,0.25,-1.4302287200994115
0.0,0.287,-23.33354989604987
0.0,0.3,-26.478870617767164
0.0,0.4,1.171875
0.0,0.5,1.0742187500000004
0.0,0.6,0.19531250000000008
0.0,0.7,-0.09765625000000029
0.0,0.8,0.19531249999999994
0.0,0.9,0.0
0.0,1.0,-0.19531250000000006
0.1,0.0,-1.25
0.1,0.1,-0.143805309734514
0.1,0.113,3.5135135135135154
0.1,0.15,7.8660638008698385
0.1,0.2,-12.500000000000007
0.1,0.25,-47.622199246660486
0.1,0.287,-9.573804573804637
0.1,0.3,11.529101429543939
0.1,0.4,16.249999999999993
0.1,0.5,3.7500000000000013
0.1,0.6,0.6250000000000002
0.1,0.7,-1.8749999999999973
0.1,0.8,-0.6249999999999963
0.1,0.9,2.500000000000001
0.1,1.0,2.5000000000000004
0.3,0.0,-23.984375
0.3,0.1,5.218101174268185
0.3,0.113,20.587480509355526
0.3,0.15,39.63340226001865
0.3,0.2,15.898437499999996
0.3,0.25,-5.177753184218709
0.3,0.287,3.113305613305597
0.3,0.3,8.730934096324022
0.3,0.4,1.1523437500000018
0.3,0.5,0.6250000000000002
0.3,0.6,-2.500000000000001
0.3,0.7,0.6054687499999978
0.3,0.8,-0.01953125000000272
0.3,0.9,-0.01953125000000011
0.3,1.0,2.4609375000000004
0.4,0.0,0.9375
0.4,0.1,10.744341388699798
0.4,0.113,9.882406444906447
0.4,0.15,2.051394066480275
0.4,0.2,-0.3125000000000002
0.4,0.25,0.35249689344516977
0.4,0.287,1.1090176715176714
0.4,0.3,0.9378190946221906
0.4,0.4,-0.9375
0.4,0.5,-0.23437500000000008
0.4,0.6,0.15625000000000006
0.4,0.7,-0.07812499999999986
0.4,0.8,0.23437500000000033
0.4,0.9,0.15625000000000006
0.4,1.0,-0.31250000000000006
0.5,0.0,0.78125
0.5,0.1,2.2171757998638535
0.5,0.113,2.108238045738046
0.5,0.15,0.8610010872941916
0.5,0.2,0.46875
0.5,0.25,0.023105001553277216
0.5,0.287,-3.6674896049895978
0.5,0.3,-4.254594962559562
0.5,0.4,-0.3125000000000002
0.5,0.5,-0.3906250000000001
0.5,0.6,-0.23437500000000008
0.5,0.7,-0.234375
0.5,0.8,1.6653345369377348e-16
0.5,0.9,0.15625000000000006
0.5,1.0,0.15625000000000003
0.6,0.0,0.625
0.6,0.1,2.1992001361470397
0.6,0.113,1.5592515592515588
0.6,0.15,-1.017008387698043
0.6,0.2,-0.6249999999999996
0.6,0.25,-0.728098788443617
0.6,0.287,-1.2188149688149679
0.6,0.3,-1.0636487406398907
0.6,0.4,-0.15625
0.6,0.5,-0.2343750000000001
0.6,0.6,-0.15625000000000003
0.6,0.7,-1.6653345369377348e-16
0.6,0.8,-0.1562500000000003
0.6,0.9,-0.3125000000000001
0.6,1.0,-0.15625000000000003
0.7,0.0,0.15625
0.7,0.1,-2.109321817562968
0.7,0.113,-2.1082380457380463
0.7,0.15,-0.4622941907424668
0.7,0.2,0.46875
0.7,0.25,0.8610010872941913
0.7,0.287,-1.4494542619542576
0.7,0.3,-2.145273144996594
0.7,0.4,-0.31250000000000006
0.7,0.5,-0.3125000000000001
0.7,0.6,0.078125
0.7,0.7,-0.07812499999999953
0.7,0.8,-0.46874999999999983
0.7,0.9,-0.15625000000000006
0.7,1.0,0.15625000000000003
0.8,0.0,-0.46875
0.8,0.1,-0.05392699115044253
0.8,0.113,0.10979729729729737
0.8,0.15,0.9072110904007453
0.8,0.2,0.9374999999999996
0.8,0.25,0.375601894998447
0.8,0.287,0.10979729729729826
0.8,0.3,-0.01797566371681522
0.8,0.4,-0.078125
0.8,0.5,-0.07812500000000006
0.8,0.6,0.07812500000000006
0.8,0.7,-0.23437499999999928
0.8,0.8,-0.3124999999999994
0.8,0.9,0.15625000000000006
0.8,1.0,0.15625000000000003
0.9,0.0,-0.15625
0.9,0.1,1.0456730769230775
0.9,0.113,0.9992203742203742
0.9,0.15,0.10979729729729765
0.9,0.2,-0.15625
0.9,0.25,-0.48539919229574446
0.9,0.287,1.559251559251557
0.9,0.3,2.1272974812797796
0.9,0.4,0.07812500000000003
