x,y,value
0.0,0.0,0.1953125
0.0,0.1,7.468010764125257
0.0,0.113,2.3830561330561326
0.0,0.15,-8.494485865175525
0.0,0.2,-3.1250000000000018
0.0,0.25,-6.54123951537745
0.0,0.287,11.80694516632014
0.0,0.3,16.53971132573178
0.0,0.4,2.87109375
0.0,0.5,1.7968750000000007
0.0,0.6,0.1562500000000001
0.0,0.7,0.15624999999999933
0.0,0.8,0.7031249999999998
0.0,0.9,0.27343750000000006
0.0,1.0,-0.2343750000000001
0.1,0.0,-1.25
0.1,0.1,4.110789652825051
0.1,0.113,2.1303274428274435
0.1,0.15,-3.553801646474062
0.1,0.2,-5.7812500000000036
0.1,0.25,-45.777609506057814
0.1,0.287,-13.551357848232925
0.1,0.3,9.607752935670545
0.1,0.4,16.660156249999993
0.1,0.5,1.4062500000000004
0.1,0.6,-0.4687500000000002
0.1,0.7,0.078124999999999
0.1,0.8,0.7812499999999996
0.1,0.9,0.09765624999999994
0.1,1.0,-0.4296875000000002
0.3,0.0,-26.2109375
0.3,0.1,21.448503446221906
0.3,0.113,33.30301455301458
0.3,0.15,32.38292171481828
0.3,0.2,3.7499999999999973
0.3,0.25,-1.768212177694937
0.3,0.287,8.677397349272336
0.3,0.3,11.275394613682767
0.3,0.4,1.0742187499999987
0.3,0.5,-0.9375000000000003
0.3,0.6,-0.15625000000000006
0.3,0.7,0.31250000000000006
0.3,0.8,0.15624999999999994
0.3,0.9,0.2734375000000001
0.3,1.0,0.39062500000000017
0.4,0.0,-4.296875
0.4,0.1,5.887561691626949
0.4,0.113,6.324714137214135
0.4,0.15,3.1146124572848715
0.4,0.2,1.7187499999999996
0.4,0.25,7.812597079838465
0.4,0.287,26.863630457380438
0.4,0.3,27.35082326412522
0.4,0.4,-3.320312499999998
0.4,0.5,0.23437500000000008
0.4,0.6,-0.07812500000000003
0.4,0.7,0.07812499999999989
0.4,0.8,-0.07812500000000022
0.4,0.9,-0.1953125000000001
0.4,1.0,-0.07812500000000008
0.5,0.0,-2.96875
0.5,0.1,6.040354833219876
0.5,0.113,4.897349272349273
0.5,0.15,-0.4391891891891908
0.5,0.2,1.25
0.5,0.25,1.9878067722895325
0.5,0.287,10.887149168399157
0.5,0.3,12.061191712049
0.5,0.4,-0.5078124999999994
0.5,0.5,0.23437500000000008
0.5,0.6,0.07812500000000003
0.5,0.7,0.3906249999999996
0.5,0.8,0.2343749999999995
0.5,0.9,-0.35156250000000017
0.5,1.0,-0.5468750000000002
0.6,0.0,-0.6640625
0.6,0.1,8.43279335432267
0.6,0.113,5.468425155925157
0.6,0.15,-3.5075916433675074
0.6,0.2,-0.15625000000000044
0.6,0.25,-2.2074013668841275
0.6,0.287,10.239410083160067
0.6,0.3,13.358524081007475
0.6,0.4,0.5078125
0.6,0.5,0.3125000000000001
0.6,0.6,0.15625000000000003
0.6,0.7,0.3906249999999996
0.6,0.8,0.2343749999999995
0.6,0.9,-0.2734375000000001
0.6,1.0,-0.39062500000000017
0.7,0.0,-4.53125
0.7,0.1,11.178841899251193
0.7,0.113,7.697505197505199
0.7,0.15,-3.813878533706123
0.7,0.2,0.9375
0.7,0.25,-1.4561975768872335
0.7,0.287,18.241456600831572
0.7,0.3,22.669944477535715
0.7,0.4,0.3710937499999999
0.7,0.5,0.1562500000000001
0.7,0.6,0.3125000000000001
0.7,0.7,0.39062499999999994
0.7,0.8,-0.07812500000000039
0.7,0.9,-0.29296875000000017
0.7,1.0,-0.11718750000000017
0.8,0.0,-4.8046875
0.8,0.1,15.401979450306335
0.8,0.113,12.682562370062373
0.8,0.15,0.27153230817023744
0.8,0.2,2.6562499999999996
0.8,0.25,-9.661773842808334
0.8,0.287,0.9474077442827209
0.8,0.3,7.1646049608577265
0.8,0.4,2.558593749999999
0.8,0.5,0.7812500000000003
0.8,0.6,0.3125000000000001
0.8,0.7,-0.07812500000000025
0.8,0.8,0.234375
0.8,0.9,0.019531249999999944
0.8,1.0,-0.2734375000000002
0.9,0.0,-2.3046875
0.9,0.1,21.007833772974816
0.9,0.113,14.933731808731814
0.9,0.15,-5.512775706741228
0.9,0.2,0.3124999999999991
0.9,0.25,-3.4440043491767653
0.9,0.287,11.579067047817029
0.9,0.3,15.575699880871328
0.9,0.4,0.8203124999999999
0.9,0.5,0.3906250000000001
0.9,0.6,0.1562500000000001
0.9,0.7,-2.220446049250313e-16
0.9,0.8,0.31250000000000006
0.9,0.9,0.21484375000000006
0.9,1.0,-0.03906250000000004
1.0,0.0,-4.609375
1.0,0.1,19.679043992511914
1.0,0.113,15.801065488565492
1.0,0.15,-0.6992660764212513
1.0,0.2,1.4062499999999987
1.0,0.25,-1.0170083876980436
1.0,0.287,5.784011174636166
1.0,0.3,7.130195924098019
1.0,0.4,0.25390625000000044
1.0,0.5,0.5468750000000002
1.0,0.6,-0.07812500000000006
1.0,0.7,0.1562499999999994
1.0,0.8,0.4687499999999997
1.0,0.9,0.13671875000000003
1.0,1.0,-0.03906250000000004
0.113,0.0,-1.0546875
0.113,0.1,13.706097898230091
0.113,0.113,11.384450328707088
0.113,0.15,-0.6848064280496711
0.15,0.0,-0.78125
0.15,0.1,-0.08987831858407078
0.15,0.113,0.0
0.2,0.0,0.0
0.2,0.1,0.0
0.25,0.0,-14.1796875
0.25,0.1,-6.867716051604987
0.25,0.113,-5.917159763313624
0.287,0.0,-29.7265625
0.287,0.1,1.8983736810755545
0.287,0.113,11.859916699443732
0.287,0.15,28.51077428780131
0.113,0.25,-29.868973703433138
0.113,0.287,4.018922606338094
0.113,0.3,17.576130658611305
0.113,0.4,15.683593749999991
0.113,0.5,0.23437500000000006
0.113,0.6,-0.8593750000000004
0.113,0.7,0.07812499999999861
0.113,0.8,1.0156249999999996
0.113,0.9,0.1953125
0.113,1.0,-0.39062500000000017
0.15,0.287,24.52385355029574
0.15,0.3,23.207987102031634
0.15,0.4,6.074218749999996
0.15,0.5,-0.9375000000000003
0.15,0.6,-1.0937500000000004
0.15,0.7,-0.23437500000000105
0.15,0.8,0.8593749999999998
0.15,0.9,0.44921875000000017
0.15,1.0,-0.03906250000000004
0.2,0.3,-0.3515624999999996
0.2,0.4,-0.17578124999999978
0.2,0.5,-0.23437500000000008
0.2,0.6,-0.8593750000000003
0.2,0.7,-0.5468750000000006
0.2,0.8,0.3906250000000001
0.2,0.9,0.46875000000000017
0.2,1.0,0.31250000000000006
0.25,0.287,4.946375739644955
0.25,0.3,4.566068132429163
0.25,0.4,0.7421874999999996
0.25,0.5,-0.3125000000000001
0.25,0.6,-0.8593750000000003
0.25,0.7,-0.4687500000000007
0.25,0.8,0.6250000000000002
0.25,0.9,0.3906250000000001
0.25,1.0,-0.15625000000000003
0.287,0.25,-9.23347333820307
0.287,0.287,6.93823923975949
0.287,0.3,11.662642528931237
0.287,0.4,1.6796874999999987
0.287,0.5,-0.7812500000000002
0.287,0.6,-0.15625000000000006
0.287,0.7,0.234375
0.287,0.8,0.07812499999999989
0.287,0.9,0.07812500000000003
0.287,1.0,0.15625000000000003
