x,y,value
0.0,0.0,-2.6953125
0.1,0.0,5.008163504084411
0.113,0.0,2.031574844074845
0.15,0.0,-5.206488816402613
0.2,0.0,-2.031250000000001
0.25,0.0,-4.287628145386769
0.287,0.0,14.244575103950076
0.3,0.0,18.810814116746077
0.4,0.0,3.1835937499999996
0.5,0.0,1.8750000000000009
0.6,0.0,0.46875000000000017
0.7,0.0,-0.7031249999999996
0.8,0.0,-0.3906249999999993
0.9,0.0,0.1367187500000001
1.0,0.0,0.11718750000000017
0.0,0.1,-4.140625
0.1,0.1,9.096483577263445
0.113,0.1,7.565618503118506
0.15,0.1,-0.8378960857409141
0.2,0.1,-6.0937500000000036
0.25,0.1,-39.779434607020846
0.287,0.1,-8.698187370062442
0.3,0.1,11.573269443498994
0.4,0.1,15.566406249999991
0.5,0.1,1.7187500000000007
0.6,0.1,0.15625
0.7,0.1,-1.2499999999999991
0.8,0.1,-0.5468749999999987
0.9,0.1,0.2734375000000001
1.0,0.1,0.07812500000000008
0.0,0.3,-30.8203125
0.1,0.3,25.17281632913543
0.113,0.3,37.95867983367985
0.15,0.3,37.99957284871079
0.2,0.3,8.437499999999996
0.25,0.3,1.9415967691829776
0.287,0.3,11.329099532224522
0.3,0.3,12.520342282164725
0.4,0.3,-0.13671875000000022
0.5,0.3,-0.4687500000000002
0.6,0.3,-0.15625
0.7,0.3,1.1102230246251565e-16
0.8,0.3,-0.39062500000000017
0.9,0.3,0.03906250000000011
1.0,0.3,0.7031250000000004
0.0,0.4,-5.546875
0.1,0.4,20.634838750850918
0.113,0.4,18.44724532224533
0.15,0.4,2.25361136999068
0.2,0.4,2.8125000000000004
0.25,0.4,-1.3175675675675698
0.287,0.4,8.021374740124724
0.3,0.4,11.375031909462209
0.4,0.4,1.2109374999999998
0.5,0.4,0.07812500000000006
0.6,0.4,-0.234375
0.7,0.4,-0.07812499999999989
0.8,0.4,-0.31250000000000006
0.9,0.4,-0.17578125
1.0,0.4,0.11718750000000017
0.0,0.5,-0.6640625
0.1,0.5,5.241847132402995
0.113,0.5,3.1295478170478184
0.15,0.5,-2.779492854923891
0.2,0.5,2.031250000000001
0.25,0.5,4.021823547685619
0.287,0.5,17.55229989604988
0.3,0.5,19.219122277059203
0.4,0.5,-1.601562499999999
0.5,0.5,0.3125000000000001
0.6,0.5,-0.15625000000000006
0.7,0.5,0.07812499999999972
0.8,0.5,-3.885780586188048e-16
0.9,0.5,-0.3710937500000001
1.0,0.5,-0.4296875000000001
0.0,0.6,-0.1953125
0.1,0.6,6.359422864193331
0.113,0.6,3.6895790020790025
0.15,0.6,-4.039200838769806
0.2,0.6,-1.40625
0.25,0.6,1.6295821683752736
0.287,0.6,10.436915280665271
0.3,0.6,11.177299608577252
0.4,0.6,0.19531250000000008
0.5,0.6,0.07812500000000003
0.6,0.6,-0.15625000000000003
0.7,0.6,0.07812499999999972
0.8,0.6,0.2343749999999998
0.9,0.6,0.09765625000000022
1.0,0.6,0.039062500000000284
0.0,0.7,0.1953125
0.1,0.7,8.531659504765148
0.113,0.7,6.12720893970894
0.15,0.7,-2.583003261882573
0.2,0.7,-2.656250000000001
0.25,0.7,-1.3752329916123016
0.287,0.7,9.558536902286889
0.3,0.7,11.321104918311766
0.4,0.7,0.6640624999999996
0.5,0.7,0.0
0.6,0.7,0.15625000000000003
0.7,0.7,0.3124999999999999
0.8,0.7,-0.23437500000000056
0.9,0.7,-0.44921875000000017
1.0,0.7,-0.11718749999999999
0.0,0.8,-3.75
0.1,0.8,14.459666439754937
0.113,0.8,13.879287941787943
0.15,0.8,2.224778657968315
0.2,0.8,-0.7812499999999993
0.25,0.8,0.7512037899968939
0.287,0.8,9.336181133056122
0.3,0.8,10.754100365895154
0.4,0.8,-0.6445312499999997
0.5,0.8,0.15625000000000006
0.6,0.8,0.0
0.7,0.8,-0.1562500000000001
0.8,0.8,0.07812500000000006
0.9,0.8,0.039062500000000056
1.0,0.8,-0.07812499999999994
0.0,0.9,-1.4453125
0.1,0.9,6.215617554458817
0.113,0.9,5.226741164241165
0.15,0.9,-0.10979729729729759
0.2,0.9,0.15624999999999994
0.25,0.9,-3.397794346070211
0.287,0.9,7.579424376299361
0.3,0.9,11.113613640231438
0.4,0.9,0.6835937499999993
0.5,0.9,-0.3906250000000001
0.6,0.9,-0.3125000000000001
0.7,0.9,0.15624999999999944
0.8,0.9,0.3906249999999996
0.9,0.9,-0.03906249999999997
1.0,0.9,-0.23437499999999997
0.0,1.0,1.25
0.1,1.0,6.525697753573862
0.113,1.0,3.5797817047817038
0.15,1.0,-3.6173889406648048
0.2,1.0,-3.3306690738754696e-16
